SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,268,3,0002ACA7,2,000163E7,2,0002AC8C,3,00000000,0,00000000,0,00000000,0,0
0,1,208,3,00019A47,3,0002E29F,3,00000000,0,00000000,0,00000000,0,00000000,0,4
0,2,206,3,000101BC,3,000101D2,2,00017FF9,1,00000000,0,00000000,0,00000000,0,2
0,3,27D,3,00014010,0,00013FD6,2,00016C20,3,00000000,0,00000000,0,00000000,0,2
0,4,27A,6,00000025,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
0,5,2D1,3,0000274C,3,00002704,3,000026FE,3,00000000,0,00000000,0,00000000,0,1
0,6,0B3,3,00007B22,2,000263B0,2,0000E07C,3,00000000,0,00000000,0,00000000,0,1
0,7,265,6,0000006C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,8,235,3,0001BEFF,3,0001BF00,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,9,224,3,00017CBC,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,10,2D7,2,0EDE1069,3,0EDE1067,3,00000000,0,00000000,0,00000000,0,00000000,0,7
0,11,38E,3,0001FF53,3,0000136A,0,00026EEE,3,0002734C,3,00000000,0,00000000,0,2
0,12,3D0,3,0002AB96,2,000245A5,3,00028148,3,00000000,0,00000000,0,00000000,0,2
0,13,0AB,6,0000000F,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,14,260,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,15,264,3,0001B05B,3,00029DEF,0,00017CB0,0,00000000,0,00000000,0,00000000,0,0
1,0,203,6,000000E9,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,1,26E,6,0000008B,3,00000080,3,00000000,0,00000000,0,00000000,0,00000000,0,2
1,2,24A,6,000000A6,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,3,297,2,0EDDFD90,2,0EA0232E,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,4,3B2,6,0000000C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,5,241,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
1,6,38E,6,0000004F,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,7,3D5,6,00000028,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,8,261,5,00000109,2,0000010F,2,00000000,0,00000000,0,00000000,0,00000000,0,1
1,9,206,3,0001803E,3,00018041,3,00039A49,3,00000000,0,00000000,0,00000000,0,1
1,10,21C,3,00018023,3,000288AC,2,00028885,2,00000000,0,00000000,0,00000000,0,1
1,11,208,3,00017CD4,3,0002E317,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,12,221,3,0001B6EA,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,13,27A,3,00016BDE,3,00016BDF,2,00014D2C,3,00000000,0,00000000,0,00000000,0,0
1,14,394,6,00000058,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,15,268,3,0002AC8C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
