SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,0D2,3,000113F3,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,1,02C,3,00004ACF,3,00007255,0,00004C10,0,00000000,0,00000000,0,00000000,0,1
0,2,12F,3,000057DE,0,0000B915,0,0000B9A0,0,00000000,0,00000000,0,00000000,0,1
0,3,0A7,6,000000DC,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,4,09E,3,0000471E,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,4
0,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,0,0D2,3,000083D4,3,00008426,3,00007B69,3,00000000,0,00000000,0,00000000,0,6
1,1,0B2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,2,12F,3,0000C9B5,1,0000C983,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,3,37C,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
1,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,0,12F,3,00009AF3,0,000117E5,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,1,0C2,4,000017A5,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,2,0A7,6,000000C2,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,3,0AE,1,3FFFEDF923A,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,4
2,4,0AC,6,000000F4,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
2,5,0B7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,6,0B0,3,00036432,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,0,12F,3,0003A7FD,3,00009791,3,000033D3,3,00000000,0,00000000,0,00000000,0,2
3,1,0A2,6,00000010,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
3,2,34B,1,00010AB9,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
3,3,0A1,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,4,0E7,6,00000041,2,0000003D,3,00000000,0,00000000,0,00000000,0,00000000,0,1
3,5,09E,3,00007B39,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,6,0C8,3,000080B7,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,7,094,3,000113FA,3,00011400,3,00000000,0,00000000,0,00000000,0,00000000,0,0
3,8,37C,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
3,9,37D,4,00001AFB,3,00001DE9,3,00000000,0,00000000,0,00000000,0,00000000,0,0
3,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
