SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,2CF,2,044C807E,3,03574B79,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,1,3E7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,2,016,2,039EEDA5,3,039EED9C,3,00000000,0,00000000,0,00000000,0,00000000,0,4
0,3,18F,2,02959A13,1,0637127A,3,00000000,0,00000000,0,00000000,0,00000000,0,2
0,4,1E9,6,000000EA,1,000000D7,2,00000000,0,00000000,0,00000000,0,00000000,0,3
0,5,28E,2,05AF0575,3,05AF0572,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,6,118,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,7,20B,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,4
0,8,072,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,9,17D,2,04D17ECC,3,0676E32B,2,00000000,0,00000000,0,00000000,0,00000000,0,0
0,10,374,2,0545C390,2,06F8C50F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,11,348,6,00000003,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,12,14A,2,0193744B,2,01937451,3,00000000,0,00000000,0,00000000,0,00000000,0,3
0,13,14E,2,00096A1C,3,054DBECA,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,14,0DF,2,00A350D7,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,15,0A2,2,02572522,3,030FEA72,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,0,045,2,0319F68C,1,0319F68A,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,1,3DF,2,0610F0E7,0,03762A53,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,2,06D,2,03762A46,2,01A4E2F2,3,00000000,0,00000000,0,00000000,0,00000000,0,6
1,3,2CF,2,065B1C40,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,4,26A,2,046594C1,2,046594C2,3,00000000,0,00000000,0,00000000,0,00000000,0,2
1,5,0AE,2,055F6AE4,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,6,28E,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,7,35E,2,029D10BC,3,0027611C,2,00000000,0,00000000,0,00000000,0,00000000,0,8
1,8,20B,2,04BC77E0,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
1,9,072,2,02D86213,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,10,253,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,11,032,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,12,374,2,061617F4,3,0700E487,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,13,18F,2,0307E446,1,0307E445,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,0,15B,2,03B5C2F0,2,06E1FE51,3,00000000,0,00000000,0,00000000,0,00000000,0,2
2,1,016,2,067E9B71,1,039EED97,2,00000000,0,00000000,0,00000000,0,00000000,0,2
2,2,0A2,2,01358AE3,3,049C3138,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,3,1E9,2,061C3CEA,1,067E9B71,3,00000000,0,00000000,0,00000000,0,00000000,0,5
2,4,18F,2,02041438,0,01AA6B1B,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,5,35E,2,069B54B5,2,069B54B0,2,00000000,0,00000000,0,00000000,0,00000000,0,1
2,6,381,2,02440274,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,7,253,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,8,1ED,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,9,3F2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,10,032,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,11,374,2,0298FD64,3,06F8C50F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,12,26A,2,00B9DCD3,2,05C25233,3,00000000,0,00000000,0,00000000,0,00000000,0,0
2,13,30F,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,14,14A,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,15,0AE,2,04DAAB38,0,0657C540,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,0,3DF,2,0773D2B1,3,0196A3E8,3,0196A3E7,0,0196A3E8,0,00000000,0,00000000,0,1
3,1,0AE,2,0637127C,3,0637127F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
