SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,2CE,2,00E8E42B,3,03DF20C3,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,1,2CD,2,0700E4AB,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,2,3B8,6,00000082,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,3,008,2,02BB0AFD,3,00A1C5FA,3,00000000,0,00000000,0,00000000,0,00000000,0,4
0,4,1BB,6,00000064,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,5,0B6,2,00EF6C91,3,0176EE94,3,00000000,0,00000000,0,00000000,0,00000000,0,3
0,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,0,38D,2,0303D49E,1,01C40CA8,2,00000000,0,00000000,0,00000000,0,00000000,0,1
1,1,176,2,0057F4C0,3,02C9034B,2,00000000,0,00000000,0,00000000,0,00000000,0,3
1,2,3FC,2,04CEAB61,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,3,302,2,02FBA9E5,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,4,36D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
1,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,0,2AB,2,067F7730,2,02A55C40,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,1,2CE,2,05939D04,2,021147C2,2,00000000,0,00000000,0,00000000,0,00000000,0,1
2,2,3B8,6,0000009C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,3,1BB,2,04B8976A,3,015D2525,3,00000000,0,00000000,0,00000000,0,00000000,0,2
2,4,311,2,01B8C6AF,3,0330BC76,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,5,286,2,031DDA33,3,00328C86,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
