SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,0DA,3,0001A29B,3,0001E3FA,3,0001E3FB,3,00000000,0,00000000,0,00000000,0,2
0,1,0DE,4,00000A2E,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,2,0E0,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,3,02E,3,0000A885,3,00004D2E,3,0000A866,3,00000000,0,00000000,0,00000000,0,3
0,4,097,3,00012A60,3,000129E5,3,000198AB,3,00017237,0,00000000,0,00000000,0,0
0,5,0F6,3,0001813D,0,0001784E,0,0001813D,0,00000000,0,00000000,0,00000000,0,1
0,6,095,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,7,094,3,0001043C,2,00017CC9,3,00000000,0,00000000,0,00000000,0,00000000,0,0
0,8,0E4,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
0,9,09B,4,000001AF,3,000001BA,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,10,098,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,11,0B5,3,000183C0,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,12,0E6,3,0001ABB3,3,0001DF15,3,0001DF31,3,00000000,0,00000000,0,00000000,0,1
0,13,01E,4,00001172,3,000012DD,3,00001B67,3,00001B69,3,00000000,0,00000000,0,0
0,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
0,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,0,0DA,4,00000866,3,0000171F,2,0000171B,3,000017B7,3,00000000,0,00000000,0,1
1,1,0DE,3,0001B5D8,3,0001D9D7,3,0001D9DA,3,00000000,0,00000000,0,00000000,0,0
1,2,0E0,4,00000431,2,000001F4,2,00000000,0,00000000,0,00000000,0,00000000,0,2
1,3,091,3,000180ED,0,000180DD,0,00012648,2,00000000,0,00000000,0,00000000,0,1
1,4,099,3,00018E36,3,00016160,2,00016168,3,00000000,0,00000000,0,00000000,0,3
1,5,0E9,6,00000045,2,00000043,3,0001DB04,0,00000000,0,00000000,0,00000000,0,0
1,6,0D8,2,000154C1,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,7,0F4,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,8,0E4,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,9,08E,3,000115F4,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,10,0AF,3,0001E6FC,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
1,11,0B3,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,12,0F5,3,00018902,3,0001E2B3,2,0001E2B1,0,00000000,0,00000000,0,00000000,0,2
1,13,12B,2,00019548,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,14,0E5,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
1,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,0,0D1,3,0001DA05,3,0001BE84,3,00000000,0,00000000,0,00000000,0,00000000,0,0
2,1,0E9,3,0001D729,3,0001DA05,3,00000000,0,00000000,0,00000000,0,00000000,0,0
2,2,0B3,3,00011D8B,3,0001278C,3,000137BE,3,00000000,0,00000000,0,00000000,0,1
2,3,095,3,0001813B,3,00017E71,1,00018136,3,00000000,0,00000000,0,00000000,0,3
2,4,0E6,3,0001DF15,2,0001DF1F,3,0001DF2A,3,00000000,0,00000000,0,00000000,0,1
2,5,092,3,00017C09,3,000172BB,3,00012628,3,00000000,0,00000000,0,00000000,0,4
2,6,094,3,0001043C,3,00017CC7,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,7,0D0,3,0001D8FF,2,0001B52A,3,0001BA29,3,00000000,0,00000000,0,00000000,0,2
2,8,02E,3,00004B23,3,0000A87F,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,9,33E,3,0003FF0D,2,0003FF12,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,10,0DE,3,0001111B,3,0001D7B4,3,00000000,0,00000000,0,00000000,0,00000000,0,1
2,11,01E,5,000002FD,3,000002D8,3,000002C1,3,00000000,0,00000000,0,00000000,0,1
2,12,12D,2,00D3652A,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,13,0E0,4,00000428,3,00000431,2,00000382,3,000001F4,1,00000000,0,00000000,0,1
2,14,0C8,6,000000B0,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
2,15,09B,3,0001E288,2,0001DA96,1,0001DA93,2,00000000,0,00000000,0,00000000,0,1
3,0,0DA,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,1,096,5,000001C0,2,000001B1,3,000019B1,0,00000046,0,00000000,0,00000000,0,4
3,2,0CA,3,00018929,3,000187A0,3,000100D7,2,00000000,0,00000000,0,00000000,0,1
3,3,0E0,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,4,0F5,5,000003A5,1,0000004B,3,000001B3,3,00000921,0,00000000,0,00000000,0,1
3,5,091,6,00000079,3,00000082,3,00000084,3,0000007F,3,00000081,3,00000000,0,2
3,6,0F3,3,0001E669,3,000126C2,0,0001386B,3,00000000,0,00000000,0,00000000,0,0
3,7,0D8,2,000156BD,3,00CFCE78,3,00000000,0,00000000,0,00000000,0,00000000,0,1
3,8,08E,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,9,0A9,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,10,0D9,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
3,11,095,4,00001359,3,00001E6D,3,00001E4B,3,00000000,0,00000000,0,00000000,0,1
3,12,0DB,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
3,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,0,0DE,3,0001B59D,3,0001B5A1,3,0001B5A0,3,00000000,0,00000000,0,00000000,0,1
4,1,0EA,3,0001CA35,0,0001CA2C,3,0001CA2E,3,00000000,0,00000000,0,00000000,0,0
4,2,099,6,0000004F,2,0000005A,2,00000057,2,00000052,2,00000053,3,00000051,2,1
4,3,086,3,00011218,3,0001522C,3,00000000,0,00000000,0,00000000,0,00000000,0,3
4,4,0D4,4,00000A66,2,00001678,3,0000163F,3,00001679,3,00000000,0,00000000,0,1
4,5,0F5,1,3FFFFFF000020E2,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
4,6,0E6,3,0001D7B0,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
4,7,12B,4,00000DB0,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
4,8,016,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,9,0DA,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,10,0E7,6,00000015,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
4,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
5,0,016,3,00004C88,3,00004D2A,3,000045B8,3,00000000,0,00000000,0,00000000,0,1
5,1,0DE,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
5,2,0AC,3,00018A6E,3,0001B330,3,000116A3,3,00000000,0,00000000,0,00000000,0,7
5,3,0D0,3,0001B522,0,0001B52A,0,0001B522,0,00000000,0,00000000,0,00000000,0,3
5,4,091,3,00017456,1,000180DD,0,00012648,0,00000000,0,00000000,0,00000000,0,0
5,5,0CA,3,000187B8,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
5,6,0A9,1,1FEDFC11B,0,00000088,0,000000D5,0,00001D88,0,00000000,0,00000000,0,1
5,7,099,3,00014431,3,00012A6A,2,000138F0,3,00000000,0,00000000,0,00000000,0,1
5,8,0F4,3,00018484,3,00015C15,3,00000000,0,00000000,0,00000000,0,00000000,0,5
5,9,0EA,6,0000004F,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
5,10,0E2,3,000137B9,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
5,11,0F5,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
5,12,0E7,5,000000F1,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
5,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
5,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
5,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
6,0,0DE,3,0001CA2B,3,0001B57E,3,0001B56B,3,00000000,0,00000000,0,00000000,0,2
6,1,0A9,1,1FEDFC233,2,00001C9C,0,000000D5,0,00000000,0,00000000,0,00000000,0,1
6,2,0D0,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
6,3,092,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
6,4,099,3,00012A6A,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
6,5,08F,5,0000004C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
6,6,09B,3,0001CBD4,3,000163FF,3,00000000,0,00000000,0,00000000,0,00000000,0,1
6,7,091,4,00001B8B,0,0000147F,1,00001481,3,00001456,2,00000000,0,00000000,0,0
