SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
0,0,342,2,01D02795,2,01D02799,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,1,26F,2,04A2C4D8,2,026E0012,0,00000000,0,00000000,0,00000000,0,00000000,0,2
0,2,0A3,2,01B1E466,3,01B1E461,3,00000000,0,00000000,0,00000000,0,00000000,0,2
0,3,347,2,01585750,0,055F6AC7,2,00000000,0,00000000,0,00000000,0,00000000,0,1
0,4,14E,2,04F4112D,1,0492A162,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,5,212,2,017BB391,3,051E99C8,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,6,3E7,2,0743E89F,3,0743E89B,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,7,253,2,017BB38F,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,8,302,2,05B4EA65,3,05B4EA69,3,00000000,0,00000000,0,00000000,0,00000000,0,6
0,9,2B2,2,00786729,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,10,10A,2,028E358A,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,11,1E6,2,01667A3E,1,060918C7,1,00000000,0,00000000,0,00000000,0,00000000,0,1
0,12,160,2,04F4113A,3,06EC5CDD,3,00000000,0,00000000,0,00000000,0,00000000,0,1
0,13,28E,6,0000008C,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
0,14,228,2,07241339,3,0463F0D1,3,00000000,0,00000000,0,00000000,0,00000000,0,0
0,15,2E6,2,000EB601,3,02BCBDAF,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,0,3EF,2,07350E5B,3,0344625D,1,00000000,0,00000000,0,00000000,0,00000000,0,1
1,1,028,2,0388EDE7,3,008BECAE,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,2,080,2,007DE2EC,3,0356C6FF,3,00000000,0,00000000,0,00000000,0,00000000,0,A
1,3,0A3,2,01B1E46E,3,01B1E475,3,00000000,0,00000000,0,00000000,0,00000000,0,3
1,4,0A2,2,0562D070,3,0562D071,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,5,2E6,2,02BCBDAF,0,047B7923,3,00000000,0,00000000,0,00000000,0,00000000,0,3
1,6,1FB,2,02289757,3,0158577C,3,00000000,0,00000000,0,00000000,0,00000000,0,4
1,7,378,2,00AD2DDB,3,0105B644,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,8,1E6,2,00EF3115,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
1,9,295,6,0000004D,0,0000007C,1,00000054,0,00000000,0,00000000,0,00000000,0,0
1,10,09D,2,00BA7487,1,010943D3,2,00000000,0,00000000,0,00000000,0,00000000,0,1
1,11,253,2,048C4880,3,0404CA7D,2,00000000,0,00000000,0,00000000,0,00000000,0,1
1,12,212,2,017BB38F,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
1,13,1BB,2,04B8974A,2,07EE9157,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,14,2B0,2,04C7CCDB,3,0363C100,3,00000000,0,00000000,0,00000000,0,00000000,0,1
1,15,0A8,2,042F7A02,3,06DB45AD,3,00000000,0,00000000,0,00000000,0,00000000,0,2
2,0,2B7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,1,044,2,034C90DB,3,04D2B1DA,3,00000000,0,00000000,0,00000000,0,00000000,0,2
2,2,253,2,0492A178,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,3,0A2,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,4,028,2,06425CD5,3,008BECB3,2,00000000,0,00000000,0,00000000,0,00000000,0,1
2,5,06C,2,007DE2F8,2,0610F0CF,3,00000000,0,00000000,0,00000000,0,00000000,0,3
2,6,26F,6,0000008F,2,00000085,3,00000000,0,00000000,0,00000000,0,00000000,0,5
2,7,148,2,04500A31,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
2,8,1BB,2,07EE915B,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,9,212,2,051E99C5,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
2,10,3E7,2,017D3C5C,3,017D3C57,3,00000000,0,00000000,0,00000000,0,00000000,0,0
2,11,2CC,2,05AF42FE,1,030973DA,2,00000000,0,00000000,0,00000000,0,00000000,0,2
2,12,28E,6,00000084,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
2,13,036,2,021F47C9,2,0174C530,2,00000000,0,00000000,0,00000000,0,00000000,0,1
2,14,2E6,2,03B3CA77,2,067A56FE,3,00000000,0,00000000,0,00000000,0,00000000,0,4
2,15,1E9,2,00510A11,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,0,347,2,00D52395,0,00CB3834,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,1,253,2,008CB45E,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,2,044,2,04513695,3,0451369C,3,00000000,0,00000000,0,00000000,0,00000000,0,1
3,3,32C,2,06425CDB,3,030A4BA3,3,00000000,0,00000000,0,00000000,0,00000000,0,7
3,4,3EF,2,0544CAF3,3,00A350C9,1,00000000,0,00000000,0,00000000,0,00000000,0,0
3,5,15C,2,06722D81,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,6,35C,2,06DE4DCC,3,04015DB2,3,00000000,0,00000000,0,00000000,0,00000000,0,0
3,7,1E6,6,00000018,3,0000001A,1,00000015,3,00000000,0,00000000,0,00000000,0,2
3,8,302,2,04C36B71,0,01E4BFA2,3,00000000,0,00000000,0,00000000,0,00000000,0,1
3,9,09D,2,00BA74B3,3,010943E9,3,00000000,0,00000000,0,00000000,0,00000000,0,2
3,10,1F9,2,04544000,3,07C2C47A,3,00000000,0,00000000,0,00000000,0,00000000,0,0
3,11,3B0,2,03903DBD,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
3,12,176,2,020E60F8,3,020E60F1,3,00000000,0,00000000,0,00000000,0,00000000,0,1
3,13,2CF,2,045B807A,3,05E10476,2,00000000,0,00000000,0,00000000,0,00000000,0,0
3,14,160,2,0262C2DC,1,012FAF44,2,00000000,0,00000000,0,00000000,0,00000000,0,1
3,15,0A1,2,0308021C,2,066F82DB,3,00000000,0,00000000,0,00000000,0,00000000,0,1
4,0,09D,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,1,06C,2,00510A11,2,00510A16,2,00000000,0,00000000,0,00000000,0,00000000,0,0
4,2,080,2,06425CD5,0,02635173,2,00000000,0,00000000,0,00000000,0,00000000,0,1
4,3,3E7,2,035927CB,3,0471BB2A,3,00000000,0,00000000,0,00000000,0,00000000,0,1
4,4,35C,2,06307607,0,07B94C55,0,00000000,0,00000000,0,00000000,0,00000000,0,6
4,5,0A8,2,07AFD8F8,2,01142F29,3,00000000,0,00000000,0,00000000,0,00000000,0,0
4,6,0A1,2,0609060F,2,0330AB2E,2,00000000,0,00000000,0,00000000,0,00000000,0,0
4,7,212,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,8,15C,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,5
4,9,283,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,10,1F9,2,05F826A7,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,11,0C8,6,000000A2,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
4,12,2E6,2,01B1E475,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
4,13,1E9,2,061C3CD0,3,00510A34,3,00000000,0,00000000,0,00000000,0,00000000,0,1
4,14,14E,6,0000005D,3,0000005B,3,00000000,0,00000000,0,00000000,0,00000000,0,2
4,15,253,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
5,0,295,6,0000004E,3,00000049,1,0000005B,2,00000064,2,00000077,0,0000004D,0,0
5,1,2E6,2,0304DD81,3,047B792D,3,00000000,0,00000000,0,00000000,0,00000000,0,4
